,DISEASE/TRAIT,CHR_ID,CHR_POS,CONTEXT,INTERGENIC
41808,Trans fatty acid levels,22,25811943,intron_variant,0.0
41809,Trans fatty acid levels,4,187702801,intergenic_variant,0.0
41810,Trans fatty acid levels,4,187703241,intergenic_variant,0.0
41811,Trans fatty acid levels,4,187703512,intergenic_variant,0.0
41812,Trans fatty acid levels,4,187703808,intergenic_variant,0.0
41814,Trans fatty acid levels,4,187699597,intergenic_variant,0.0
41815,Trans fatty acid levels,1,92960610,intron_variant,0.0
41816,Trans fatty acid levels,16,82677213,intron_variant,0.0
41818,Trans fatty acid levels,4,187699229,intergenic_variant,0.0
41819,Trans fatty acid levels,4,187699190,intergenic_variant,0.0
41820,Trans fatty acid levels,4,187698817,intergenic_variant,0.0
41821,Trans fatty acid levels,4,187697771,intergenic_variant,0.0
41822,Trans fatty acid levels,4,187698546,intergenic_variant,0.0
41823,Trans fatty acid levels,4,187698295,intergenic_variant,0.0
41824,Trans fatty acid levels,4,187699755,intergenic_variant,0.0
41825,Trans fatty acid levels,3,53724676,intron_variant,0.0
41826,Trans fatty acid levels,4,187693604,intergenic_variant,0.0
41827,Trans fatty acid levels,4,187696882,intergenic_variant,0.0
41828,Trans fatty acid levels,3,53712062,intron_variant,0.0
41829,Trans fatty acid levels,4,187693754,intergenic_variant,0.0
41830,Trans fatty acid levels,3,53726024,intron_variant,0.0
41831,Trans fatty acid levels,3,53728542,intron_variant,0.0
41832,Trans fatty acid levels,4,187696715,intergenic_variant,0.0
41833,Trans fatty acid levels,3,53731636,intron_variant,0.0
41834,Trans fatty acid levels,4,187696204,intergenic_variant,0.0
41835,Trans fatty acid levels,3,53716654,intron_variant,0.0
41836,Trans fatty acid levels,3,53715853,intron_variant,0.0
41837,Trans fatty acid levels,4,187696170,intergenic_variant,0.0
41838,Trans fatty acid levels,4,187694453,intergenic_variant,0.0
41839,Trans fatty acid levels,4,187693959,intergenic_variant,0.0
41840,Trans fatty acid levels,4,187693888,intergenic_variant,0.0
41844,Myasthenia gravis,18,62349000,intron_variant,0.0
41846,Clozapine-induced cytotoxicity,3,156891313,intron_variant,0.0
41849,Clozapine-induced cytotoxicity,8,862946,intron_variant,0.0
41850,Clozapine-induced cytotoxicity,16,79024360,intron_variant,0.0
41853,Clozapine-induced cytotoxicity,19,50682824,intron_variant,0.0
41856,Clozapine-induced cytotoxicity,3,119217152,intron_variant,0.0
41862,Parkinson disease and lewy body pathology,1,54106570,intron_variant,0.0
41863,Parkinson disease and lewy body pathology,21,41368561,intron_variant,0.0
41864,Parkinson disease and lewy body pathology,7,76411547,intron_variant,0.0
41865,Parkinson disease and lewy body pathology,16,88862799,intergenic_variant,0.0
41866,Parkinson disease and lewy body pathology,4,21291814,intron_variant,0.0
41871,White blood cell count,1,159092646,intron_variant,0.0
41873,White blood cell count,7,92779056,intron_variant,0.0
41878,White blood cell count,8,129585339,intron_variant,0.0
41879,Neutrophil count,7,92779056,intron_variant,0.0
41889,Monocyte count,8,129611859,intron_variant,0.0
41890,Monocyte count,8,129611859,intron_variant,0.0
41891,Monocyte count,9,111153625,intron_variant,0.0
41893,Total bilirubin levels in HIV-1 infection,2,233759924,intron_variant,0.0
41894,Neutrophil count in HIV-infection,1,159204893,5_prime_UTR_variant,0.0
41896,Hand grip strength,21,42001005,intron_variant,0.0
41897,Hand grip strength,22,40196210,intron_variant,0.0
41898,Alzheimer's disease (survival time),1,206836565,intron_variant,0.0
41899,Alzheimer's disease (survival time),2,133575190,intergenic_variant,0.0
41900,Alzheimer's disease (survival time),14,99570681,intron_variant,0.0
41901,Alzheimer's disease (survival time),12,56926927,intron_variant,0.0
41902,Alzheimer's disease (survival time),11,78493334,intron_variant,0.0
41903,Alzheimer's disease (survival time),1,18875425,missense_variant,0.0
41904,Alzheimer's disease (survival time),11,125323700,intron_variant,0.0
41905,Cognitive function,1,89878392,intron_variant,0.0
41906,Cognitive function,2,79892368,intron_variant,0.0
41907,Cognitive function,2,161368153,intron_variant,0.0
41909,Cognitive function,3,48698273,intron_variant,0.0
41910,Cognitive function,3,49416401,3_prime_UTR_variant,0.0
41911,Cognitive function,3,49641218,intron_variant,0.0
41912,Cognitive function,3,52532049,intron_variant,0.0
41913,Cognitive function,3,60076299,intron_variant,0.0
41915,Cognitive function,3,85555773,intron_variant,0.0
41916,Cognitive function,3,171967792,regulatory_region_variant,0.0
41918,Cognitive function,4,177556298,intron_variant,0.0
41922,Cognitive function,6,19078043,intergenic_variant,0.0
41923,Cognitive function,6,21027530,intron_variant,0.0
41925,Cognitive function,8,21626946,regulatory_region_variant,0.0
41926,Cognitive function,8,32375311,intron_variant,0.0
41927,Cognitive function,12,10568857,intergenic_variant,0.0
41928,Cognitive function,12,56086799,intron_variant,0.0
41929,Cognitive function,13,57683031,intron_variant,0.0
41930,Cognitive function,14,32833676,3_prime_UTR_variant,0.0
41931,Cognitive function,16,15789633,intron_variant,0.0
41932,Cognitive function,17,44911720,synonymous_variant,0.0
41933,Cognitive function,17,58424059,intron_variant,0.0
41936,Cognitive function,19,44903416,3_prime_UTR_variant,0.0
41937,Cognitive function,21,39291255,intron_variant,0.0
41938,Cognitive function,22,42225997,intron_variant,0.0
41939,Periodontitis,6,72871328,intron_variant,0.0
41940,Periodontitis,7,37706967,intron_variant,0.0
41941,Suicide in bipolar disorder,8,79191197,intergenic_variant,0.0
41943,Exfoliation syndrome,19,13264099,intron_variant,0.0
41944,Crohn's disease-related phenotypes,3,65774667,intron_variant,0.0
41946,Crohn's disease-related phenotypes,3,111762099,intron_variant,0.0
41951,Verbal declarative memory,1,70993175,intron_variant,0.0
41952,Verbal declarative memory,8,22406821,intron_variant,0.0
41953,Verbal declarative memory,8,22406821,intron_variant,0.0
41954,Verbal declarative memory,15,50084242,intron_variant,0.0
41961,Verbal declarative memory,20,19871606,intergenic_variant,0.0
41963,Verbal declarative memory,5,51233341,intergenic_variant,0.0
41965,Verbal declarative memory,20,57677900,intron_variant,0.0
41967,Verbal declarative memory,1,95789509,intergenic_variant,0.0
41968,Verbal declarative memory,2,77328780,intron_variant,0.0
41969,Verbal declarative memory,11,134230605,intron_variant,0.0
41971,Verbal declarative memory,3,39154473,non_coding_transcript_exon_variant,0.0
41972,Verbal declarative memory,5,8543078,intergenic_variant,0.0
41974,Verbal declarative memory,19,44888997,3_prime_UTR_variant,0.0
41978,Verbal declarative memory,3,39154473,non_coding_transcript_exon_variant,0.0
41979,Verbal declarative memory,5,8543078,intergenic_variant,0.0
41981,Verbal declarative memory,19,44888997,3_prime_UTR_variant,0.0
41988,Verbal declarative memory,4,38011405,intron_variant,0.0
41989,Verbal declarative memory,7,14242285,intron_variant,0.0
41990,Verbal declarative memory,13,70084272,intron_variant,0.0
41992,Verbal declarative memory,20,41473007,intron_variant,0.0
41993,Verbal declarative memory,20,41478674,intron_variant,0.0
41994,Monocyte count,2,181459039,non_coding_transcript_exon_variant,0.0
41995,Monocyte count,8,129611859,intron_variant,0.0
41996,Monocyte count,9,111158319,intron_variant,0.0
41997,White blood cell count,1,159092646,intron_variant,0.0
41998,White blood cell count,2,218234761,non_coding_transcript_exon_variant,0.0
42000,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),15,70072013,intron_variant,0.0
42001,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),15,73936469,intron_variant,0.0
42002,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),15,83915207,intron_variant,0.0
42004,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),18,23155497,intron_variant,0.0
42008,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),1,149934520,missense_variant,0.0
42009,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),1,172361919,intron_variant,0.0
42010,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),1,184054395,missense_variant,0.0
42011,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),1,218432267,intron_variant,0.0
42012,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),2,24514964,intron_variant,0.0
42013,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),2,25260101,intron_variant,0.0
42014,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),2,33154196,intron_variant,0.0
42015,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),2,55884174,intron_variant,0.0
42017,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),3,52615732,intron_variant,0.0
42018,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),3,52788905,intron_variant,0.0
42019,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),3,72383737,intron_variant,0.0
42020,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),3,134484505,intron_variant,0.0
42021,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),3,141406863,intron_variant,0.0
42023,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),3,172204265,intron_variant,0.0
42025,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),4,144647200,non_coding_transcript_exon_variant,0.0
42026,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),5,53680995,intron_variant,0.0
42027,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),5,89450588,intron_variant,0.0
42030,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),5,177299634,3_prime_UTR_variant,0.0
42035,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),6,80144753,intron_variant,0.0
42037,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),6,127133993,intron_variant,0.0
42038,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),6,142382740,intron_variant,0.0
42039,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),7,2762169,splice_donor_variant,0.0
42040,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),7,20391962,intron_variant,0.0
42041,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),7,25831489,intergenic_variant,0.0
42042,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),7,28144083,intron_variant,0.0
42046,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),10,79147390,intron_variant,0.0
42047,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),11,17343662,intron_variant,0.0
42048,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),12,26290097,intron_variant,0.0
42049,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),12,28318386,intron_variant,0.0
42050,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),12,54027692,intron_variant,0.0
42051,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),12,123920171,intron_variant,0.0
42052,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),15,70072013,intron_variant,0.0
42053,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),15,73936469,intron_variant,0.0
42054,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),15,83913372,missense_variant,0.0
42056,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),15,88872016,missense_variant,0.0
42057,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),16,67346647,intron_variant,0.0
42058,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),17,560603,intron_variant,0.0
42060,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),18,23151966,intron_variant,0.0
42061,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),19,8577276,non_coding_transcript_exon_variant,0.0
42062,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),19,33402102,intron_variant,0.0
42064,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,119088551,intron_variant,0.0
42066,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,6736698,regulatory_region_variant,0.0
42068,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,32377912,intron_variant,0.0
42069,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,127133993,intron_variant,0.0
42070,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,25831489,intergenic_variant,0.0
42071,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),19,33395448,intron_variant,0.0
42072,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),20,35317816,intron_variant,0.0
42073,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),20,35436182,intron_variant,0.0
42074,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),22,29053489,intron_variant,0.0
42075,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,119031964,3_prime_UTR_variant,0.0
42077,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,172364108,intron_variant,0.0
42079,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,219548762,intergenic_variant,0.0
42080,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,66555335,intron_variant,0.0
42081,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,67625557,intron_variant,0.0
42083,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,187251469,intron_variant,0.0
42084,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,52588070,intron_variant,0.0
42085,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,52781889,intron_variant,0.0
42086,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,64732582,intron_variant,0.0
42089,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),5,56565039,intron_variant,0.0
42090,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,6738122,intergenic_variant,0.0
42092,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,127133993,intron_variant,0.0
42094,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,73471480,intron_variant,0.0
42095,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),8,23738427,intron_variant,0.0
42097,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),9,104910084,intron_variant,0.0
42098,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),11,62627409,intron_variant,0.0
42099,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),12,26300350,intron_variant,0.0
42101,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),12,123964676,intron_variant,0.0
42103,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),16,81501185,intron_variant,0.0
42108,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),22,29055683,3_prime_UTR_variant,0.0
42111,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,172364108,intron_variant,0.0
42113,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,219479453,intergenic_variant,0.0
42114,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,66555335,intron_variant,0.0
42115,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,67625557,intron_variant,0.0
42117,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,187218396,intron_variant,0.0
42118,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,52588070,intron_variant,0.0
42119,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,52781889,intron_variant,0.0
42120,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,64716214,intron_variant,0.0
42123,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),5,56565039,intron_variant,0.0
42124,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,6736698,regulatory_region_variant,0.0
42125,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,32255481,intron_variant,0.0
42126,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,32377912,intron_variant,0.0
42129,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,127133993,intron_variant,0.0
42130,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,25831489,intergenic_variant,0.0
42131,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,27184152,intron_variant,0.0
42132,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,73471480,intron_variant,0.0
42133,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),8,23735787,intron_variant,0.0
42135,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),9,104910084,intron_variant,0.0
42136,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),10,94133757,intron_variant,0.0
42137,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),11,62561079,intron_variant,0.0
42138,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),12,26300350,intron_variant,0.0
42140,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),12,123924955,intron_variant,0.0
42141,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),15,31416060,intron_variant,0.0
42143,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),19,33395448,intron_variant,0.0
42145,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),20,35436182,intron_variant,0.0
42146,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),20,46930192,intron_variant,0.0
42147,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),22,29053489,intron_variant,0.0
42150,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,6736698,regulatory_region_variant,0.0
42151,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,32377912,intron_variant,0.0
42152,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,127133993,intron_variant,0.0
42153,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,25831489,intergenic_variant,0.0
42154,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),19,33395448,intron_variant,0.0
42155,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),22,29053489,intron_variant,0.0
42157,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,172361919,intron_variant,0.0
42158,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,219479453,intergenic_variant,0.0
42161,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,187218396,intron_variant,0.0
42162,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,12447843,intergenic_variant,0.0
42164,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),5,56521061,intron_variant,0.0
42165,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,6736698,regulatory_region_variant,0.0
42166,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,32444703,3_prime_UTR_variant,0.0
42168,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,127133993,intron_variant,0.0
42169,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,25831489,intergenic_variant,0.0
42170,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),7,27184152,intron_variant,0.0
42171,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),8,23738427,intron_variant,0.0
42173,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),9,104910084,intron_variant,0.0
42174,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),10,94133757,intron_variant,0.0
42175,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),11,62561079,intron_variant,0.0
42178,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),12,123924955,intron_variant,0.0
42180,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),19,33395448,intron_variant,0.0
42181,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),22,29053489,intron_variant,0.0
42183,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,172361919,intron_variant,0.0
42184,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),1,219467338,regulatory_region_variant,0.0
42187,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),2,187251469,intron_variant,0.0
42188,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),3,12447843,intergenic_variant,0.0
42190,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,6738122,intergenic_variant,0.0
42192,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),6,127133993,intron_variant,0.0
42194,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),8,23738427,intron_variant,0.0
42196,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),9,104910084,intron_variant,0.0
42197,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),11,62561079,intron_variant,0.0
42200,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),12,123924955,intron_variant,0.0
42201,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),16,81501185,intron_variant,0.0
42204,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction),22,29054935,3_prime_UTR_variant,0.0
42205,Huntington's disease progression,5,80619201,intron_variant,0.0
42206,Huntington's disease progression,6,146716848,intron_variant,0.0
42207,Huntington's disease progression,3,47274048,intron_variant,0.0
42208,Huntington's disease progression,18,8053865,intron_variant,0.0
42210,Huntington's disease progression,4,2868202,intron_variant,0.0
42211,Huntington's disease progression,5,168241225,intron_variant,0.0
42212,Huntington's disease progression,8,96292461,intron_variant,0.0
42213,Huntington's disease progression,14,105221745,synonymous_variant,0.0
42214,Huntington's disease progression,8,131971460,intron_variant,0.0
42215,Huntington's disease progression,5,80716916,intron_variant,0.0
42216,Huntington's disease progression,4,177805806,intron_variant,0.0
42218,Huntington's disease progression,6,166949385,intron_variant,0.0
42224,Multiple myeloma,2,25390277,intron_variant,0.0
42225,Multiple myeloma,3,41950916,intron_variant,0.0
42226,Multiple myeloma,3,169796797,missense_variant,0.0
42227,Multiple myeloma,6,31148749,intron_variant,0.0
42228,Multiple myeloma,17,16939677,missense_variant,0.0
42229,Multiple myeloma,22,39150140,intron_variant,0.0
42230,Multiple myeloma,5,95920020,intron_variant,0.0
42231,Multiple myeloma,22,35304495,intron_variant,0.0
42232,Multiple myeloma,4,90992579,intron_variant,0.0
42234,Multiple myeloma,7,106650672,intron_variant,0.0
42235,Multiple myeloma,8,54536721,intron_variant,0.0
42236,Multiple myeloma,13,36171919,intron_variant,0.0
42237,Multiple myeloma,16,30714927,intron_variant,0.0
42244,Sum eosinophil basophil counts,1,93251417,intron_variant,0.0
42245,Sum eosinophil basophil counts,1,101160327,intergenic_variant,0.0
42247,Sum eosinophil basophil counts,1,9295413,intron_variant,0.0
42248,Sum eosinophil basophil counts,1,150578448,synonymous_variant,0.0
42249,Sum eosinophil basophil counts,1,150623061,intron_variant,0.0
42250,Sum eosinophil basophil counts,1,198697103,intron_variant,0.0
42251,Sum eosinophil basophil counts,1,199043349,intron_variant,0.0
42254,Sum eosinophil basophil counts,1,220878224,intron_variant,0.0
42255,Sum eosinophil basophil counts,1,23514878,intron_variant,0.0
42256,Sum eosinophil basophil counts,1,41905743,intron_variant,0.0
42257,Sum eosinophil basophil counts,1,8424763,intron_variant,0.0
42258,Sum eosinophil basophil counts,1,64848529,intron_variant,0.0
42259,Sum eosinophil basophil counts,1,64957764,intron_variant,0.0
42261,Sum eosinophil basophil counts,10,913171,intron_variant,0.0
42263,Sum eosinophil basophil counts,10,26447311,intron_variant,0.0
42264,Sum eosinophil basophil counts,10,28491444,intron_variant,0.0
42265,Sum eosinophil basophil counts,10,62628871,intron_variant,0.0
42266,Sum eosinophil basophil counts,10,62671446,3_prime_UTR_variant,0.0
42267,Sum eosinophil basophil counts,10,87895486,intron_variant,0.0
42268,Sum eosinophil basophil counts,10,92693719,intron_variant,0.0
42269,Sum eosinophil basophil counts,10,102578181,intron_variant,0.0
42272,Sum eosinophil basophil counts,11,116934348,intron_variant,0.0
42274,Sum eosinophil basophil counts,11,2301968,5_prime_UTR_variant,0.0
42275,Sum eosinophil basophil counts,11,61803876,5_prime_UTR_variant,0.0
42277,Sum eosinophil basophil counts,11,65601769,intron_variant,0.0
42278,Sum eosinophil basophil counts,11,65897785,intron_variant,0.0
42281,Sum eosinophil basophil counts,11,108294680,intron_variant,0.0
42282,Sum eosinophil basophil counts,11,116752498,intron_variant,0.0
42283,Sum eosinophil basophil counts,12,55991020,non_coding_transcript_exon_variant,0.0
42284,Sum eosinophil basophil counts,12,57095926,3_prime_UTR_variant,0.0
42285,Sum eosinophil basophil counts,12,92125513,intron_variant,0.0
42287,Sum eosinophil basophil counts,12,111569952,intron_variant,0.0
42288,Sum eosinophil basophil counts,13,39781776,intron_variant,0.0
42290,Sum eosinophil basophil counts,13,99202870,intron_variant,0.0
42291,Sum eosinophil basophil counts,14,24969044,intron_variant,0.0
42294,Sum eosinophil basophil counts,14,23117837,intron_variant,0.0
42295,Sum eosinophil basophil counts,14,92644775,non_coding_transcript_exon_variant,0.0
42296,Sum eosinophil basophil counts,14,93951185,missense_variant,0.0
42298,Sum eosinophil basophil counts,15,67157322,intron_variant,0.0
42299,Sum eosinophil basophil counts,15,79901905,intron_variant,0.0
42301,Sum eosinophil basophil counts,15,90658042,intron_variant,0.0
42303,Sum eosinophil basophil counts,16,11116590,intron_variant,0.0
42305,Sum eosinophil basophil counts,16,27337847,intron_variant,0.0
42306,Sum eosinophil basophil counts,16,30091839,5_prime_UTR_variant,0.0
42310,Sum eosinophil basophil counts,16,88490472,intron_variant,0.0
42311,Sum eosinophil basophil counts,17,4618946,intergenic_variant,0.0
42313,Sum eosinophil basophil counts,17,4632019,missense_variant,0.0
42314,Sum eosinophil basophil counts,17,4639054,missense_variant,0.0
42315,Sum eosinophil basophil counts,17,67884422,intron_variant,0.0
42316,Sum eosinophil basophil counts,17,75805073,intron_variant,0.0
42317,Sum eosinophil basophil counts,17,7839283,intergenic_variant,0.0
42318,Sum eosinophil basophil counts,17,39987976,intron_variant,0.0
42321,Sum eosinophil basophil counts,17,46096137,intron_variant,0.0
42322,Sum eosinophil basophil counts,18,63253621,intron_variant,0.0
42325,Sum eosinophil basophil counts,19,38409359,3_prime_UTR_variant,0.0
42327,Sum eosinophil basophil counts,19,1079960,missense_variant,0.0
42329,Sum eosinophil basophil counts,19,45759028,missense_variant,0.0
42330,Sum eosinophil basophil counts,19,45864964,intron_variant,0.0
42331,Sum eosinophil basophil counts,19,1104079,synonymous_variant,0.0
42332,Sum eosinophil basophil counts,19,48955005,non_coding_transcript_exon_variant,0.0
42333,Sum eosinophil basophil counts,19,3179519,missense_variant,0.0
42336,Sum eosinophil basophil counts,2,8298563,intron_variant,0.0
42338,Sum eosinophil basophil counts,2,212962462,intron_variant,0.0
